"","V1","V2","V3","V4","V5"
"bias_mksd",-0.00292696836509682,-0.00119758714030712,0.00277780124483272,0.00622651946782181,0.00722480411360769
"bias_ncsw",-0.000387300572901831,-0.000994780723784412,-0.000321724025443417,-5.31453719855837e-05,-9.8689459664906e-05
"bias_ipw",0.124181438506253,0.140096129600672,0.135515166861904,0.10376813095368,0.0567659885133857
"bias_ow",0.12199764092706,0.138121249419191,0.13408444225695,0.102967165743707,0.0564690100901962
"bias_CBPS",0.128095472350219,0.14456101796254,0.139875317740262,0.107159497144205,0.0586067252257541
"bias_crude",0.135112209235497,0.152283344852202,0.147267534541926,0.112951013311985,0.0617615053980572
"bias_tmle",0.119397881435411,0.137059013625497,0.135148659876453,0.106292956457227,0.0612274377399043
