"meth","gyes","gyes","gyes","gyes"
"mksd","0.797640285541894","0.915268303773217","0.15256130563936","0.00189695553661404"
"mksd","0.728011452083041","0.767185480131379","0.287800174043519","0.00381779836454557"
"mksd","0.756026843869809","0.946847454502161","0.462063629435718","0.00028357429083808"
"mksd","0.808841294194755","0.946400837617466","0.724761580897276","0.192259269853809"
"mksd","0.776509406791192","0.819150105808879","0.877035529539481","0.160784160260991"
"mksd","0.966839928534581","0.936325361428574","0.320113942191633","0.122027563913981"
"mksd","0.777117405982205","0.964148947412941","0.0694174830697651","0.056975619880729"
"mksd","0.931384788116748","0.967946748383918","0.842266390995721","0.0132555717046676"
"mksd","0.946625625901804","0.986286202553841","0.228902661368413","0.0116708043431648"
"mksd","0.993445023252792","0.867085545281222","0.296692516224768","0.117359188485556"
"mksd","0.777528958048643","0.943756115023638","0.296340576489174","0.0479724916193685"
"mksd","0.822392262428015","0.864558668624801","0.286293372405999","0.000673503727303598"
"mksd","0.825669374612549","0.988770199812434","0.357267614369","0.264611372939848"
"mksd","0.92950588077997","0.994668026456046","0.0549302101427233","0.0155175750993314"
"mksd","0.979723280333677","0.977539577601423","0.515054161225224","0.101532839741221"
"mksd","0.957174432411338","0.932837144974263","0.807025775273699","0.509557467274081"
"mksd","0.962827855974388","0.899289700586104","0.133784642880214","0.00211070069589451"
"mksd","0.853665301848055","0.960229600028502","0.0407275681746854","0.309854713966404"
"mksd","0.934727432165887","0.943917613135342","0.457541403095468","0.492252633841578"
"mksd","0.758341766344885","0.956622098087139","0.654884367966845","0.349303095196834"
"mksd","0.990954185566146","0.830447560297448","0.0899260646873297","0.0356512715982938"
"mksd","0.805507261782748","0.870172402477666","0.02398822423465","0.191166780181018"
"mksd","0.947123073439847","0.784122222017279","0.265874292169605","0.0784045604575587"
"mksd","0.925068621178223","0.992246039021282","0.509087640229025","0.0149058922902102"
"mksd","0.956467176680074","0.622896878123524","0.515655701281569","0.0114617451520856"
"mksd","0.886715646949829","0.756153825510538","0.893204817980454","0.309487609153241"
"mksd","0.758548993244426","0.844544634164827","0.74662483905366","0.194059405880346"
"mksd","0.956501033616393","0.906824503567017","0.293597759652959","0.0866636546290939"
"mksd","0.812540127013002","0.964145629495409","0.182520288046106","0.0105419324400021"
"mksd","0.907249712352934","0.714219746156863","0.465265930790974","0.0296400153395588"
"mksd","0.90349000624324","0.916023194388508","0.977947372878572","0.0456586285063041"
"mksd","0.922164442025585","0.882265288781089","0.169492897393809","0.280533018146976"
"mksd","0.919688249605856","0.942112345863333","0.993308285413734","0.208860958271592"
"mksd","0.841702940944314","0.955597854933041","0.294900663169302","0.0193392941742295"
"mksd","0.745220078184813","0.904472298777888","0.201294779459593","0.25946831299322"
"mksd","0.826159502136415","0.780219748363284","0.147288386043855","0.799950567003204"
"mksd","0.871508340049092","0.989322385383948","0.96681133565966","0.29356342850902"
"mksd","0.714190177071155","0.927366479732253","0.630170728578564","0.0454736456683719"
"mksd","0.937023329819174","0.95030398857568","0.672538919422471","0.0013991182499715"
"mksd","0.932890529241307","0.651967088224834","0.83016142414891","0.00398091935765401"
"mksd","0.870631552384024","0.887391004171086","0.658660625954974","0.227355626476235"
"mksd","0.87987629314518","0.937371380792965","0.391845733329857","0.392660163541051"
"mksd","0.886970240275392","0.91154031990083","0.393761785122234","0.0212771088874288"
"mksd","0.955345769347603","0.716831883839379","0.0102401323864211","0.00900157196455833"
"mksd","0.971081531276675","0.988688313724034","0.776706153097906","0.154388974657773"
"mksd","0.86693148871024","0.755860017990266","0.658829786847396","0.0941460069298096"
"mksd","0.90611132023925","0.972371956510022","0.943622708529705","0.666719052330238"
"mksd","0.981492547079712","0.943302002786211","0.0122094159071054","0.0439292637128305"
"mksd","0.802570827815315","0.832291646005138","0.162326206625641","0.0749655653998138"
"mksd","0.860977130028371","0.913821850525912","0.400994455174895","0.0240215561865581"
"mksd","0.971990379454847","0.921767383526318","0.477501895057999","0.448085566871248"
"mksd","0.751631980743486","0.802188831617057","0.697882961315343","0.310892156411686"
"mksd","0.884180237054038","0.992757913847448","0.196244663271576","0.60490823620124"
"mksd","0.86676319639776","0.937949492754718","0.985638182594991","0.0171528382286387"
"mksd","0.786777798626578","0.948475939509617","0.506598982557648","0.373945043652423"
"mksd","0.877820941291986","0.918077189845203","0.595031628878185","0.109864266076446"
"mksd","0.764084381725342","0.942865122053049","0.541401758148621","0.111033760276057"
"mksd","0.973903280533434","0.735328378015025","0.608378585798186","0.0678297311814513"
"mksd","0.978750531810372","0.906794619452846","0.275068549434067","0.0401968446777469"
"mksd","0.988053839106258","0.935473680553364","0.933496457670174","0.207691298468463"
"mksd","0.886789876236713","0.983950341161247","0.731182799198058","0.130996507498427"
"mksd","0.992488026341472","0.934276434855381","0.763200673265946","0.512196132208022"
"mksd","0.74410704471652","0.994044162050435","0.10322626663514","0.000468923743387893"
"mksd","0.90773436631002","0.884785471513745","0.380881644584428","0.299288257039299"
"mksd","0.987437752479607","0.816152618076998","0.849647595847872","0.000299108905837538"
"mksd","0.949753688281119","0.878016080441513","0.844150235466786","0.0760908521130554"
"mksd","0.909082076090215","0.643549687957788","0.237645541237337","0.672238417864381"
"mksd","0.93062496494085","0.915831560479968","0.264596448006219","0.0330447226160678"
"mksd","0.715817495816712","0.730476238039439","0.522459074647416","0.0622924639486007"
"mksd","0.890676330238692","0.943009298929577","0.0986389537844922","0.0837324262076568"
"mksd","0.811731260955031","0.996746064728358","0.104986833908628","0.198144865490449"
