"","V1","V2","V3","V4","V5"
"rmse_mksd",0.129337581678094,0.145183832794149,0.140555791318404,0.109291270086301,0.0650604169044722
"rmse_ncsw",0.0384484291331251,0.0501010548794545,0.0599124809472587,0.063534830355013,0.0604143632052504
"rmse_ipw",0.127068498110416,0.143402097791464,0.139429249318945,0.108883899524858,0.0650757261584784
"rmse_ow",0.124903845085404,0.141451606803746,0.13803042070309,0.108163781915965,0.0649337748753322
"rmse_CBPS",0.130899482778761,0.14775760942163,0.143676796140782,0.112144739746832,0.0666813647334642
"rmse_crude",0.137759979913804,0.155296890457432,0.150833282969298,0.11764852416883,0.0693887057465768
"rmse_tmle",0.122351048035759,0.140377638480668,0.13898420538361,0.111272228866984,0.0701630146055527
"leve_p",0.00129340167923313,3.05691950707778e-08,6.13067103876246e-19,1.19527065887523e-28,5.9325095203238e-46
