"meth","gyes","gyes","gyes","gyes"
"mksd","0.977749171628856","0.947412266788781","0.647133189319916","0.716049483480375"
"mksd","0.986353795228475","0.951112351213647","0.715186153871516","0.223375659815185"
"mksd","0.969387039956896","0.991402334186391","0.328750024902295","0.773121598677026"
"mksd","0.892373961775822","0.898589948219615","0.928688647168769","0.617830857928078"
"mksd","0.996592204734601","0.823064211819993","0.333903447684082","0.975639422209613"
"mksd","0.991756344771845","0.970515729956834","0.695221795090564","0.203314910855394"
"mksd","0.881490964257731","0.892626465546245","0.422731107326257","0.712729085437269"
"mksd","0.833838790547474","0.965840010752307","0.994327405169181","0.585879287013556"
"mksd","0.969193158736211","0.938176963738073","0.945882996920251","0.938945234453911"
"mksd","0.907080941204346","0.967849687219928","0.796780276144735","0.495211081395646"
"mksd","0.954799015699017","0.844493912236931","0.867362476808588","0.684905618209552"
"mksd","0.878444189572426","0.989309146513391","0.551039959790258","0.891341503484232"
"mksd","0.977138486016613","0.87015520070775","0.947102680573991","0.475572613535279"
"mksd","0.932763981522417","0.881913452170437","0.440196486057556","0.304706433858509"
"mksd","0.921255169291707","0.987927833645268","0.553037904749101","0.184360186854983"
"mksd","0.893531535981766","0.850184968984987","0.952111636306058","0.975651155490108"
"mksd","0.86687499147099","0.913190922782261","0.614879698321562","0.811653852719429"
"mksd","0.884481126880666","0.879733665551933","0.927789406282162","0.921093941249208"
"mksd","0.919861826907378","0.942815406064001","0.733102033640801","0.903216534281739"
"mksd","0.908578386585515","0.902209990903157","0.942710893439628","0.926652649679044"
"mksd","0.909163272729475","0.962829365207897","0.0784040718223741","0.881277332163247"
"mksd","0.986292262187976","0.987698707778902","0.615770861228665","0.345974731755254"
"mksd","0.932232553214994","0.853150959505135","0.936195438704769","0.711140293951604"
"mksd","0.980501939843554","0.975488282423474","0.888266320128422","0.616587666039603"
"mksd","0.800129369861862","0.963889627674761","0.213788220566129","0.309308184663476"
"mksd","0.904026224273212","0.905257701835679","0.96940596419182","0.798331115491436"
"mksd","0.991598427070155","0.950822792013379","0.848526361373608","0.936105044226089"
"mksd","0.972472647845814","0.955490563043052","0.320822303128923","0.747278870191755"
"mksd","0.856859319664796","0.881091402457732","0.915807615495163","0.969112049180031"
"mksd","0.991314418740547","0.963299885719597","0.808084820827103","0.481027491116364"
"mksd","0.911076063043595","0.946047580704997","0.390266851270084","0.355473364349682"
"mksd","0.929238000149876","0.93212916949605","0.844662483984182","0.494639474999612"
"mksd","0.877380112152075","0.993053424770932","0.646022090691962","0.39941854163418"
"mksd","0.848041718330794","0.865496177121488","0.712329224075591","0.706279932956266"
"mksd","0.844298140757695","0.878351206613917","0.853100410769942","0.258837540925869"
"mksd","0.848715791351446","0.818017036019279","0.770196313787345","0.498827259641142"
"mksd","0.939794842510338","0.904808059700343","0.731144300406649","0.815539618617671"
"mksd","0.843790147977282","0.867957841616488","0.109323232914048","0.605150064681216"
"mksd","0.946530905123167","0.892892819843754","0.869409206159763","0.751040950727264"
"mksd","0.849588845861069","0.977190996603352","0.403210648200475","0.624498417162731"
"mksd","0.949255917121951","0.902590277890808","0.949194746556707","0.809143293383684"
"mksd","0.973611685277456","0.946459967872801","0.705584450291272","0.756612938112842"
"mksd","0.983657715622028","0.997620943331326","0.993658268402903","0.997442833991203"
"mksd","0.991612636608554","0.903796884864452","0.914013422217474","0.563659895524372"
"mksd","0.957715767887326","0.942221860665245","0.538909262939904","0.796636466606047"
"mksd","0.949730173902215","0.832353849334781","0.463046739481313","0.85298171639343"
"mksd","0.944935164993522","0.88435023398557","0.608230163038249","0.811616787864146"
"mksd","0.761064647872665","0.982042295544451","0.754203242297617","0.607583227514509"
"mksd","0.995293601299075","0.935092029730999","0.567043174198587","0.322018484075583"
"mksd","0.862747272719228","0.955836475473306","0.902962992384085","0.412739157906942"
"mksd","0.934128898764503","0.990509151629728","0.842628123531895","0.606787590844788"
"mksd","0.998104051671128","0.98515119182083","0.759905561311399","0.207741657643814"
"mksd","0.960891074969826","0.803851701982782","0.658758853994931","0.727664276875075"
"mksd","0.965385497270369","0.956341454789108","0.482698375049536","0.541583672054631"
"mksd","0.891657041000701","0.922415477491816","0.46126035435001","0.403904237937483"
"mksd","0.892896753801776","0.932688528839778","0.537529636666521","0.913240404292576"
"mksd","0.95416724407667","0.905094343514694","0.647604386839624","0.437995326188079"
"mksd","0.894695965014378","0.871458710706364","0.675807037966125","0.850238935715786"
"mksd","0.886559052418994","0.973462837225052","0.417131266612309","0.373191338086198"
"mksd","0.938042502461222","0.97441402849919","0.650092122373371","0.707218801088741"
"mksd","0.91479497043967","0.926888459991593","0.439961970539174","0.379942629670332"
"mksd","0.986586573966533","0.952785003453615","0.480210578990244","0.765329814129484"
"mksd","0.94985131600292","0.767599064203188","0.888839687389847","0.797263982026034"
"mksd","0.96288893698044","0.983610354380148","0.647697093184237","0.795654461347994"
"mksd","0.997966221971558","0.926583591419711","0.748309283009462","0.427844273199714"
"mksd","0.974960850201748","0.818992383383002","0.657956015305326","0.545292517520089"
"mksd","0.918561113526546","0.90356521153216","0.385579061509234","0.963020159694359"
"mksd","0.773559504511684","0.82302672317067","0.851389131112392","0.450336072318354"
"mksd","0.954730537654931","0.943828331583735","0.461823215402093","0.606135067226136"
"mksd","0.982398083018067","0.965058321093511","0.982177383558657","0.877164651155683"
"mksd","0.902206446862575","0.951856221993464","0.413987976586351","0.552261911661238"
"mksd","0.988016677960677","0.914031520443745","0.741497550884609","0.581486075932089"
"mksd","0.9383880384937","0.797774390717818","0.7854128122481","0.721323741010899"
"mksd","0.832243495989927","0.94147533663115","0.916612247189543","0.621475531190323"
"mksd","0.885533412742616","0.89932807729691","0.801523960999008","0.500268410643883"
"mksd","0.995769229941261","0.859424073183698","0.553709645876708","0.626356825651162"
"mksd","0.975767079806619","0.959782701016447","0.691981381638507","0.828554144113969"
"mksd","0.916041306973107","0.942798742652141","0.921925357684219","0.722959464800295"
"mksd","0.971770082321037","0.895099697490159","0.127203233181971","0.514709570838334"
"mksd","0.825094614576253","0.934907528562943","0.947550172230273","0.926773179970318"
"mksd","0.930217620521918","0.987279737347472","0.777041448925001","0.599681801477492"
"mksd","0.922146172211521","0.871635334257389","0.568031397624009","0.864216483261244"
"mksd","0.873888919299854","0.914025575047335","0.372380684531423","0.96158851972461"
"mksd","0.964734906683175","0.886252179215207","0.534124642008843","0.545702031709707"
"mksd","0.851211016882603","0.932117242921086","0.688183417485736","0.76360969677884"
"mksd","0.788985568241386","0.986285032310148","0.572271780816649","0.618471762147527"
"mksd","0.962558700332176","0.934854192811229","0.662564023753946","0.861375060747549"
"mksd","0.948504422981529","0.921291621034809","0.603885798774772","0.529078032086498"
"mksd","0.885888240086756","0.926011341754683","0.955333325573079","0.258964533500629"
"mksd","0.891545004972168","0.871261602803944","0.284488750267336","0.771506780297968"
"mksd","0.937513796031598","0.808078566467386","0.936783407083339","0.229828307903949"
"mksd","0.887594376858136","0.868359053821114","0.703408394487174","0.794916280750874"
"mksd","0.808506862719954","0.903410177977161","0.687935515804707","0.924706004897879"
"mksd","0.885490815145843","0.888331562342779","0.250302272437398","0.627179483179752"
"mksd","0.881741579249219","0.967562073973671","0.256778529289743","0.622667217136934"
"mksd","0.975701214518584","0.898540941389912","0.769346665758791","0.759548855486126"
"mksd","0.989321146103094","0.874102762473064","0.620746174622631","0.862281367641673"
"mksd","0.911057215477174","0.94810162872482","0.400132923362699","0.401648767725957"
"mksd","0.950932055158751","0.960106001790251","0.456631206401098","0.763590798099865"
"mksd","0.911898066464658","0.969405091495609","0.786614192272664","0.70912064452645"
"mksd","0.94833242678524","0.937336737750796","0.729269000100803","0.875680209664757"
"mksd","0.897771193600223","0.967596835199948","0.901973683180302","0.908614801819655"
"mksd","0.99550144943921","0.949938029126209","0.535186740132156","0.790725684584315"
"mksd","0.92631234147048","0.949328983614047","0.767433675944491","0.825623197937783"
"mksd","0.975628734494691","0.870456245091216","0.847786039117273","0.92925560918764"
"mksd","0.93480928452434","0.750008062116258","0.600629440216524","0.733775989473473"
"mksd","0.998665391525402","0.783037156736249","0.508290764179957","0.966620981447109"
"mksd","0.960748941015584","0.683408124732972","0.847379822631542","0.83338738232202"
"mksd","0.917309479916184","0.872163924502333","0.403320658778421","0.671093014793112"
"mksd","0.920683683637268","0.927898104614305","0.903570089111739","0.460810536309985"
"mksd","0.907763438066181","0.933612421768667","0.156473929392419","0.845024681280224"
"mksd","0.962382489172199","0.920157695495785","0.910683815114706","0.828598362744965"
"mksd","0.989058845155081","0.913010901550702","0.924863753507748","0.518637474191352"
"mksd","0.987898570106799","0.936703774219288","0.522494470409494","0.647034413542869"
"mksd","0.949683146961194","0.963211806141536","0.22835504542314","0.99551764402524"
"mksd","0.86492604093181","0.822006931891787","0.90464321375202","0.901838888491733"
"mksd","0.959914884545222","0.933351906764066","0.658021034400968","0.304745660732587"
"mksd","0.899829497695898","0.985587228453418","0.809101869786401","0.35782627991952"
"mksd","0.870494404530658","0.925169496319761","0.935338900433925","0.805685210340616"
"mksd","0.926567818436429","0.884083855157174","0.771165153482188","0.514648066470164"
"mksd","0.910509947366216","0.87622609933173","0.845596927623852","0.221857528560992"
"mksd","0.901382792399366","0.99892906121163","0.997058658021905","0.262212579789077"
"mksd","0.869811258307118","0.947765526477294","0.57002136220976","0.884074076266056"
"mksd","0.912603886767877","0.874054782150132","0.907493391673125","0.587311733725525"
"mksd","0.994268676420356","0.857376168217726","0.493593696809716","0.768231823877285"
"mksd","0.935906326374808","0.899972319138851","0.684741186858219","0.773841660198646"
"mksd","0.966475505882143","0.966283533046946","0.631853998736721","0.773333918823251"
"mksd","0.971339430272592","0.976797028580161","0.698860933524246","0.992532356749516"
"mksd","0.989240393647621","0.909293400316708","0.504517381848576","0.857403090495979"
"mksd","0.944044901956202","0.811748201304766","0.590953104860516","0.973550773436918"
"mksd","0.911875852280917","0.992992423856597","0.318775799523925","0.634503554522817"
"mksd","0.989017116037884","0.946110244387202","0.339013518787951","0.862182511004397"
"mksd","0.823328519651211","0.995352350193107","0.620146876862763","0.738139902979066"
"mksd","0.939111769392132","0.855887476430014","0.938935291770794","0.921477205067429"
"mksd","0.98477379624702","0.927591541952242","0.935236607411223","0.636038580648979"
"mksd","0.934946673940123","0.869103075760976","0.796922006957256","0.609940190936947"
"mksd","0.975449313839123","0.919664120640735","0.922515954537128","0.950328737935308"
"mksd","0.919360857177373","0.957031567967342","0.574164904232471","0.790672410213903"
"mksd","0.950082235927682","0.980993648965754","0.425952801491863","0.168708338069461"
"mksd","0.880171379471939","0.989939197665843","0.807838244909434","0.661230976875303"
"mksd","0.952368444247246","0.931234104080364","0.816570181841546","0.637759585197514"
"mksd","0.934828186537175","0.991190570218618","0.454264779691695","0.529002298081366"
"mksd","0.961928383659302","0.895820830440442","0.755206137038","0.530450809354246"
"mksd","0.913167807825908","0.879277582076138","0.884459434924364","0.977645603984014"
"mksd","0.954555550830023","0.817903710768021","0.336547497810535","0.796235403783583"
"mksd","0.985404935556357","0.962459828423106","0.734522267040962","0.497249580671009"
"mksd","0.957113798495835","0.971215325420711","0.945592201740262","0.958939579853625"
"mksd","0.995751244485209","0.988754272134416","0.58821401509581","0.821421529790927"
"mksd","0.993377550566486","0.884441493316373","0.767657087612309","0.490887163102977"
"mksd","0.92652492035077","0.916104963882922","0.237422294709476","0.778205467608152"
"mksd","0.975286244030215","0.937867293412254","0.516477038516405","0.58509198921512"
"mksd","0.902333084412945","0.929240759050813","0.127651382707723","0.80829649237687"
"mksd","0.897680967404691","0.960998653504026","0.707580862941069","0.804068646244412"
"mksd","0.885728946041071","0.93307101621125","0.642588302687042","0.461714527736012"
"mksd","0.972966942067261","0.84899144334348","0.711027978532012","0.977210144381488"
"mksd","0.893960926725226","0.978079963493912","0.310110709186007","0.939823716629253"
"mksd","0.94550443691185","0.91919509064843","0.326869889239395","0.91390766432542"
"mksd","0.981456037528038","0.974180675606371","0.88067515826673","0.573757356598195"
"mksd","0.843461412767232","0.89163284939324","0.863652610081241","0.898856982228046"
"mksd","0.923850823071022","0.93624170070205","0.645430988594142","0.562864887920188"
"mksd","0.918790755162498","0.775352435604734","0.772118262484699","0.515127141603043"
"mksd","0.930356348093418","0.959861272583909","0.91369628260844","0.874513608390146"
"mksd","0.848770841518738","0.971770282287201","0.822990623306504","0.584586872201802"
"mksd","0.978738293946586","0.99989442731428","0.95974160809842","0.25401577752021"
"mksd","0.869124370996911","0.831815619566881","0.867402558714604","0.453941349522524"
"mksd","0.948243673130631","0.957049231962624","0.645711689928945","0.6286239639558"
"mksd","0.883400725183585","0.883403035894942","0.728188345957266","0.359045099688847"
"mksd","0.895913859908336","0.967270061629868","0.730533573666303","0.467576836203941"
"mksd","0.93283704670933","0.931609341163543","0.730929989048351","0.680010089461603"
"mksd","0.96566134613257","0.922098143453592","0.962733485964402","0.707055246030167"
"mksd","0.89847803658393","0.93309191515478","0.490871686753055","0.818554529012399"
"mksd","0.985286168077927","0.975362809757027","0.434696755335434","0.308942075040583"
"mksd","0.989514583395579","0.850988026800339","0.98503005772328","0.626233910257092"
"mksd","0.948437975433283","0.906956406628154","0.382428464049982","0.386758672476871"
"mksd","0.902721642023184","0.989773480839793","0.293759323154986","0.601215115216356"
